time,type,lat,lon,uid
2023-07-18 07:07:31,O_1,31.157649,121.509614,9
2023-07-18 08:54:04,W_0,31.195608,121.518668,9
2023-07-18 21:52:25,O_1,31.157649,121.509614,9
2023-07-12 00:19:15,O_0,31.27056,121.459198,10
2023-07-12 01:21:40,O_3,31.219341,121.418192,10
2023-07-12 11:16:26,W_0,31.17798,121.377801,10
2023-07-12 14:12:45,O_2,31.111528,121.360069,10
2023-07-13 14:44:25,O_0,31.27056,121.459198,10
2023-07-13 16:33:28,O_2,31.111528,121.360069,10
2023-07-14 13:53:00,O_3,31.219341,121.418192,10
2023-07-14 14:08:28,O_2,31.111528,121.360069,10
2023-07-14 20:16:47,W_0,31.17798,121.377801,10
2023-07-14 21:10:20,O_6,31.195321,121.323903,10
2023-07-15 00:48:35,O_4,31.064539,121.439911,10
2023-07-15 15:08:06,O_3,31.219341,121.418192,10
2023-07-15 17:12:12,O_5,31.212871,121.369873,10
2023-07-16 13:48:38,O_0,31.27056,121.459198,10
2023-07-16 16:57:05,O_2,31.111528,121.360069,10
2023-07-17 15:24:36,O_5,31.212871,121.369873,10
2023-07-17 16:40:43,O_2,31.111528,121.360069,10
2023-07-18 00:12:32,O_8,31.168228,121.484353,10
2023-07-18 12:31:12,W_0,31.17798,121.377801,10
2023-07-12 00:13:51,O_0,31.205017,121.508896,11
2023-07-12 04:19:59,W_0,31.261359,121.280999,11
2023-07-13 00:45:00,O_0,31.205017,121.508896,11
2023-07-13 03:50:07,W_0,31.261359,121.280999,11
2023-07-13 23:21:27,O_6,31.221674,121.36563,11
2023-07-14 03:08:22,O_0,31.205017,121.508896,11
2023-07-14 17:49:18,W_0,31.261359,121.280999,11
2023-07-15 17:25:45,O_0,31.205017,121.508896,11
2023-07-15 18:05:06,O_1,31.271507,121.404855,11
2023-07-15 22:05:26,O_3,31.320047,121.267448,11
2023-07-15 23:13:08,O_4,31.253653,121.260947,11
2023-07-16 20:57:08,O_2,31.315292,121.354776,11
2023-07-16 22:36:22,O_7,31.16044,121.23323,11
2023-07-17 00:18:37,O_5,31.274764,121.358021,11
2023-07-17 01:08:42,W_0,31.261359,121.280999,11
2023-07-18 01:42:10,O_0,31.205017,121.508896,11
2023-07-18 08:24:44,W_1,31.317937,121.262514,11
2023-07-12 00:02:39,H_0,31.167673,121.345755,12
2023-07-12 15:43:46,O_7,31.109162,121.38879,12
2023-07-12 23:13:41,H_0,31.167673,121.345755,12
2023-07-13 14:12:57,O_1,31.158684,121.470759,12
2023-07-13 19:49:51,H_0,31.167673,121.345755,12
2023-07-14 14:42:38,O_1,31.158684,121.470759,12
2023-07-14 21:33:30,H_0,31.167673,121.345755,12
2023-07-16 10:49:41,O_3,31.098677,121.435166,12
2023-07-16 20:25:42,O_2,31.180965,121.426846,12
2023-07-16 21:41:29,H_0,31.167673,121.345755,12
2023-07-18 17:33:35,O_1,31.158684,121.470759,12
2023-07-18 21:27:37,H_0,31.167673,121.345755,12
2023-07-12 00:18:19,O_0,31.346613,121.288064,13
2023-07-12 01:22:09,W_0,31.383821,121.254921,13
2023-07-12 03:33:38,O_2,31.317964,121.256793,13
2023-07-12 07:51:02,O_0,31.346613,121.288064,13
2023-07-12 10:57:25,W_0,31.383821,121.254921,13
2023-07-12 13:39:14,O_1,31.408128,121.259661,13
2023-07-13 03:59:31,O_0,31.346613,121.288064,13
2023-07-13 17:35:35,O_5,31.355815,121.315765,13
2023-07-14 03:18:24,O_0,31.346613,121.288064,13
2023-07-14 08:35:18,O_7,31.317746,121.347702,13
2023-07-14 15:17:36,O_1,31.408128,121.259661,13
2023-07-15 03:38:05,O_0,31.346613,121.288064,13
2023-07-15 09:54:43,W_0,31.383821,121.254921,13
2023-07-15 12:14:42,O_0,31.346613,121.288064,13
2023-07-15 17:38:55,O_8,31.385775,121.259485,13
2023-07-15 18:54:57,O_1,31.408128,121.259661,13
2023-07-16 02:28:32,O_0,31.346613,121.288064,13
2023-07-16 13:28:53,O_1,31.408128,121.259661,13
2023-07-17 08:10:47,W_0,31.383821,121.254921,13
2023-07-17 15:35:22,O_2,31.317964,121.256793,13
2023-07-17 16:13:32,W_1,31.36454,121.247634,13
2023-07-17 19:19:31,O_0,31.346613,121.288064,13
2023-07-17 23:33:51,W_1,31.36454,121.247634,13
2023-07-18 01:24:11,W_0,31.383821,121.254921,13
2023-07-18 04:39:07,O_6,31.323277,121.339743,13
2023-07-18 06:56:05,O_0,31.346613,121.288064,13
2023-07-18 13:11:33,O_1,31.408128,121.259661,13
2023-07-12 00:18:59,H_0,31.176996,121.442009,14
2023-07-13 09:39:25,W_0,31.185144,121.444933,14
2023-07-13 19:10:47,O_7,31.265702,121.502549,14
2023-07-13 20:15:43,H_0,31.176996,121.442009,14
2023-07-14 19:00:55,O_4,31.185523,121.455734,14
2023-07-14 23:45:16,O_0,31.166689,121.393287,14
2023-07-15 16:22:44,W_0,31.185144,121.444933,14
2023-07-15 20:23:34,H_0,31.176996,121.442009,14
2023-07-16 09:05:05,W_0,31.185144,121.444933,14
2023-07-16 14:09:44,O_9,31.175113,121.42076,14
2023-07-16 17:17:29,O_5,31.189502,121.384963,14
2023-07-16 21:46:52,O_0,31.166689,121.393287,14
2023-07-17 16:51:54,W_0,31.185144,121.444933,14
2023-07-17 18:37:20,O_4,31.185523,121.455734,14
2023-07-17 23:34:34,O_0,31.166689,121.393287,14
2023-07-18 16:41:58,W_0,31.185144,121.444933,14
2023-07-18 18:55:53,O_9,31.175113,121.42076,14
2023-07-18 20:22:03,O_2,31.171206,121.510296,14
2023-07-12 00:00:04,H_0,31.288827,121.534695,15
2023-07-12 07:43:43,W_0,31.267391,121.537886,15
2023-07-12 20:38:55,O_0,31.212286,121.5613,15
2023-07-12 21:57:23,H_0,31.288827,121.534695,15
2023-07-13 13:13:52,O_1,31.26689,121.467476,15
2023-07-13 17:03:00,H_0,31.288827,121.534695,15
2023-07-14 13:49:05,O_4,31.213425,121.608978,15
2023-07-15 07:24:25,O_1,31.26689,121.467476,15
2023-07-15 18:14:50,O_0,31.212286,121.5613,15
2023-07-15 21:13:10,H_0,31.288827,121.534695,15
2023-07-16 09:38:50,O_3,31.242253,121.579304,15
2023-07-17 07:10:14,W_0,31.267391,121.537886,15
2023-07-17 18:12:29,H_0,31.288827,121.534695,15
2023-07-18 07:29:50,O_2,31.186084,121.508394,15
2023-07-18 09:47:04,W_0,31.267391,121.537886,15
2023-07-12 00:48:04,H_0,31.15077,121.690146,16
2023-07-15 09:15:57,O_4,31.097599,121.730977,16
2023-07-15 12:21:43,H_0,31.15077,121.690146,16
2023-07-15 19:16:14,O_7,31.154572,121.593797,16
2023-07-15 23:52:21,O_3,31.148966,121.741811,16
2023-07-16 03:41:47,O_1,31.135483,121.7394,16
2023-07-16 23:22:21,H_0,31.15077,121.690146,16
2023-07-17 10:48:12,W_0,31.145529,121.690884,16
2023-07-17 12:46:55,O_2,31.144032,121.655573,16
2023-07-17 13:00:20,O_4,31.097599,121.730977,16
2023-07-17 19:28:42,O_2,31.144032,121.655573,16
2023-07-17 22:14:11,H_0,31.15077,121.690146,16
2023-07-12 00:22:12,H_0,31.002937,121.211777,17
2023-07-12 14:49:05,O_2,31.132425,121.25131,17
2023-07-13 02:32:01,H_0,31.002937,121.211777,17
2023-07-13 08:24:17,O_6,31.027284,121.202354,17
2023-07-13 14:20:45,O_2,31.132425,121.25131,17
2023-07-14 02:39:05,H_0,31.002937,121.211777,17
2023-07-14 09:01:11,O_0,31.133109,121.344185,17
2023-07-14 18:15:32,H_0,31.002937,121.211777,17
2023-07-15 14:04:13,O_2,31.132425,121.25131,17
2023-07-16 02:32:26,H_0,31.002937,121.211777,17
2023-07-16 14:30:50,O_2,31.132425,121.25131,17
2023-07-17 02:45:19,H_0,31.002937,121.211777,17
2023-07-17 09:03:30,O_1,30.994668,121.219056,17
2023-07-17 19:28:48,H_0,31.002937,121.211777,17
2023-07-18 14:21:32,O_2,31.132425,121.25131,17
2023-07-12 00:25:13,H_0,31.099183,121.589279,18
2023-07-12 10:28:18,W_0,31.225886,121.558274,18
2023-07-13 00:18:33,H_0,31.099183,121.589279,18
2023-07-13 11:32:32,W_0,31.225886,121.558274,18
2023-07-13 22:42:36,H_0,31.099183,121.589279,18
2023-07-14 13:22:00,W_0,31.225886,121.558274,18
2023-07-14 20:35:42,O_0,31.134673,121.551353,18
2023-07-14 21:26:17,O_4,31.18783,121.586829,18
2023-07-14 22:59:05,O_8,31.184535,121.543092,18
2023-07-15 02:04:34,H_0,31.099183,121.589279,18
2023-07-16 11:31:44,W_0,31.225886,121.558274,18
2023-07-16 22:45:25,O_5,31.181616,121.597577,18
2023-07-17 02:27:33,H_0,31.099183,121.589279,18
2023-07-17 09:23:33,W_0,31.225886,121.558274,18
2023-07-17 16:35:34,O_0,31.134673,121.551353,18
2023-07-18 01:09:10,H_0,31.099183,121.589279,18
2023-07-18 11:39:26,W_0,31.225886,121.558274,18
2023-07-18 16:45:38,O_0,31.134673,121.551353,18
2023-07-18 23:18:22,H_0,31.099183,121.589279,18
2023-07-12 00:49:28,H_0,31.05896,121.75116,19
2023-07-12 15:02:48,O_3,31.070836,121.725335,19
2023-07-12 23:32:42,O_2,31.239783,121.513693,19
2023-07-13 04:42:46,H_0,31.05896,121.75116,19
2023-07-13 10:21:27,W_0,31.04534,121.750915,19
2023-07-13 19:53:15,O_6,31.014043,121.717579,19
2023-07-13 20:47:20,H_0,31.05896,121.75116,19
2023-07-15 10:00:46,W_0,31.04534,121.750915,19
2023-07-15 12:01:54,O_7,31.028353,121.769851,19
2023-07-15 14:07:29,W_0,31.04534,121.750915,19
2023-07-15 18:03:04,O_1,31.155829,121.614968,19
2023-07-16 03:52:17,H_0,31.05896,121.75116,19
2023-07-16 09:46:40,O_0,31.041712,121.773262,19
2023-07-16 22:50:15,O_3,31.070836,121.725335,19
2023-07-17 06:31:48,O_5,31.029422,121.780224,19
2023-07-17 10:16:57,H_0,31.05896,121.75116,19
2023-07-17 11:09:43,W_0,31.04534,121.750915,19
2023-07-17 18:01:53,O_6,31.014043,121.717579,19
2023-07-17 20:04:45,H_0,31.05896,121.75116,19
2023-07-18 10:07:24,W_0,31.04534,121.750915,19
2023-07-18 21:42:23,O_2,31.239783,121.513693,19
2023-07-18 23:59:27,O_1,31.155829,121.614968,19
2023-07-12 00:30:53,H_0,31.330669,121.469179,20
2023-07-12 08:42:40,O_0,31.27488,121.538439,20
2023-07-12 20:49:57,W_0,31.315449,121.476328,20
2023-07-13 20:03:10,H_0,31.330669,121.469179,20
2023-07-14 08:12:13,O_0,31.27488,121.538439,20
2023-07-15 08:24:44,H_0,31.330669,121.469179,20
2023-07-15 09:43:21,O_2,31.214078,121.517917,20
2023-07-15 14:52:53,H_0,31.330669,121.469179,20
2023-07-15 20:16:03,O_0,31.27488,121.538439,20
2023-07-16 20:53:42,H_0,31.330669,121.469179,20
2023-07-17 09:30:45,W_0,31.315449,121.476328,20
2023-07-18 09:05:24,O_7,31.247671,121.489266,20
2023-07-18 10:02:40,O_2,31.214078,121.517917,20
2023-07-18 13:27:04,H_0,31.330669,121.469179,20
2023-07-18 17:26:08,O_6,31.308996,121.450349,20
2023-07-18 19:35:00,W_0,31.315449,121.476328,20
2023-07-18 20:50:48,H_0,31.330669,121.469179,20
2023-07-12 00:34:40,H_0,31.02977,121.17261,21
2023-07-12 10:55:11,W_0,31.041412,121.176071,21
2023-07-12 19:38:25,O_4,31.237762,121.50102,21
2023-07-12 22:11:35,H_0,31.02977,121.17261,21
2023-07-14 10:32:55,W_0,31.041412,121.176071,21
2023-07-14 20:10:34,H_0,31.02977,121.17261,21
2023-07-16 00:40:11,O_7,31.102263,121.278121,21
2023-07-16 01:44:15,H_0,31.02977,121.17261,21
2023-07-16 07:42:14,W_0,31.041412,121.176071,21
2023-07-16 19:08:46,O_4,31.237762,121.50102,21
2023-07-16 21:14:02,H_0,31.02977,121.17261,21
2023-07-17 07:21:30,W_0,31.041412,121.176071,21
2023-07-17 20:31:17,O_4,31.237762,121.50102,21
2023-07-17 22:32:36,H_0,31.02977,121.17261,21
2023-07-18 00:04:03,O_7,31.102263,121.278121,21
2023-07-18 02:22:34,H_0,31.02977,121.17261,21
2023-07-12 00:43:33,H_0,31.395843,121.346451,22
2023-07-12 08:17:26,W_0,31.307745,121.407166,22
2023-07-12 19:40:55,H_0,31.395843,121.346451,22
2023-07-13 18:29:04,O_0,31.323966,121.440187,22
2023-07-14 01:43:16,H_0,31.395843,121.346451,22
2023-07-15 01:48:07,O_4,31.207634,121.461154,22
2023-07-15 06:59:06,H_0,31.395843,121.346451,22
2023-07-15 14:32:58,O_0,31.323966,121.440187,22
2023-07-15 21:34:06,O_6,31.309803,121.34697,22
2023-07-15 22:58:39,O_5,31.279592,121.397593,22
2023-07-16 02:08:01,H_0,31.395843,121.346451,22
2023-07-16 19:16:28,O_0,31.323966,121.440187,22
2023-07-16 21:17:34,O_6,31.309803,121.34697,22
2023-07-16 23:27:30,O_0,31.323966,121.440187,22
2023-07-17 09:17:48,W_0,31.307745,121.407166,22
2023-07-17 19:09:44,O_0,31.323966,121.440187,22
2023-07-18 06:07:12,H_0,31.395843,121.346451,22
2023-07-18 07:00:56,W_0,31.307745,121.407166,22
2023-07-18 11:39:35,O_1,31.367445,121.532987,22
2023-07-18 20:58:16,H_0,31.395843,121.346451,22
2023-07-12 00:53:43,H_0,31.294664,121.49848,23
2023-07-12 11:57:00,O_0,31.284633,121.505136,23
2023-07-13 11:15:31,H_0,31.294664,121.49848,23
2023-07-13 12:38:12,O_0,31.284633,121.505136,23
2023-07-13 22:23:52,O_4,31.21733,121.503794,23
2023-07-13 23:04:13,H_0,31.294664,121.49848,23
2023-07-14 11:22:34,O_0,31.284633,121.505136,23
2023-07-14 14:10:05,O_2,31.17815,121.563689,23
2023-07-14 16:09:15,H_0,31.294664,121.49848,23
2023-07-15 08:29:44,O_6,31.257795,121.528411,23
2023-07-15 14:20:23,O_3,31.280083,121.588635,23
2023-07-15 20:15:20,H_0,31.294664,121.49848,23
2023-07-16 08:03:28,O_0,31.284633,121.505136,23
2023-07-16 22:36:34,O_4,31.21733,121.503794,23
2023-07-16 23:12:15,H_0,31.294664,121.49848,23
2023-07-18 19:18:29,O_0,31.284633,121.505136,23
2023-07-18 22:26:41,H_0,31.294664,121.49848,23
2023-07-12 00:25:50,H_0,31.270392,121.288982,24
2023-07-12 09:47:11,O_4,31.239305,121.5115,24
2023-07-12 18:29:03,H_0,31.270392,121.288982,24
2023-07-13 09:23:54,O_5,31.19544,121.500603,24
2023-07-13 16:26:55,O_4,31.239305,121.5115,24
2023-07-13 18:23:55,H_0,31.270392,121.288982,24
2023-07-15 09:42:21,O_6,31.36566,121.270974,24
2023-07-15 15:24:42,O_3,31.169,121.4732,24
2023-07-15 19:19:04,O_2,31.275558,121.448894,24
2023-07-15 22:29:36,H_0,31.270392,121.288982,24
2023-07-16 12:10:26,O_0,31.258532,121.289886,24
2023-07-17 12:03:50,H_0,31.270392,121.288982,24
2023-07-18 08:42:53,O_1,30.965529,121.177156,24
2023-07-18 09:23:46,H_0,31.270392,121.288982,24
2023-07-18 10:56:33,O_7,31.336925,121.37854,24
2023-07-18 19:47:34,H_0,31.270392,121.288982,24
2023-07-12 00:19:28,H_0,31.101542,121.752736,25
2023-07-13 07:17:16,O_4,31.123149,121.750583,25
2023-07-13 10:42:33,W_0,31.114703,121.761782,25
2023-07-14 09:33:34,O_3,31.085859,121.724558,25
2023-07-14 11:14:07,O_2,31.098813,121.80133,25
2023-07-15 10:10:31,W_0,31.114703,121.761782,25
2023-07-15 20:07:49,H_0,31.101542,121.752736,25
2023-07-17 09:42:23,W_0,31.114703,121.761782,25
2023-07-17 20:00:38,H_0,31.101542,121.752736,25
2023-07-18 07:08:00,O_4,31.123149,121.750583,25
2023-07-12 00:47:04,H_0,31.309341,121.492559,26
2023-07-13 09:51:01,O_3,31.350508,121.479585,26
2023-07-13 13:40:48,H_0,31.309341,121.492559,26
2023-07-15 00:09:42,O_0,31.352585,121.360557,26
2023-07-15 11:51:48,H_0,31.309341,121.492559,26
2023-07-15 19:35:31,O_1,31.233272,121.338335,26
2023-07-16 09:01:55,O_9,31.305071,121.463756,26
2023-07-16 12:29:30,H_0,31.309341,121.492559,26
2023-07-16 22:54:22,O_0,31.352585,121.360557,26
2023-07-17 10:11:40,O_7,31.269385,121.421781,26
2023-07-17 11:10:40,H_0,31.309341,121.492559,26
2023-07-17 21:31:19,O_0,31.352585,121.360557,26
2023-07-18 10:21:14,O_7,31.269385,121.421781,26
2023-07-18 11:39:42,H_0,31.309341,121.492559,26
2023-07-12 00:37:22,O_0,31.216603,121.433604,27
2023-07-12 14:08:54,O_7,31.204445,121.32531,27
2023-07-13 14:20:08,O_0,31.216603,121.433604,27
2023-07-13 15:31:32,O_6,31.24539,121.370953,27
2023-07-13 19:37:44,O_7,31.204445,121.32531,27
2023-07-14 19:05:13,O_0,31.216603,121.433604,27
2023-07-15 13:04:18,O_1,31.227811,121.370702,27
2023-07-15 14:01:21,O_2,31.215923,121.454212,27
2023-07-16 14:44:25,O_0,31.216603,121.433604,27
2023-07-16 15:55:02,O_4,31.203475,121.476932,27
2023-07-17 00:34:07,O_2,31.215923,121.454212,27
2023-07-18 00:21:54,O_0,31.216603,121.433604,27
2023-07-18 13:10:19,O_1,31.227811,121.370702,27
2023-07-18 14:09:09,O_2,31.215923,121.454212,27
